GO.ID	Term	Annotated	Significant	Expected	Rank in weightFisher	classicFisher	weightFisher	p.adj
GO:0031146	SCF-dependent proteasomal ubiquitin-depe...	45	27	17.2	303	0.00247	0.00385	0.1941
GO:0000245	spliceosomal complex assembly	278	119	106.23	304	0.06425	0.00385	0.1941
GO:0007264	small GTPase-mediated signal transductio...	498	271	190.29	305	8.5e-14	0.00386	0.1941
GO:0035335	peptidyl-tyrosine dephosphorylation	25	17	9.55	306	0.00244	0.00388	0.1941
GO:0051016	barbed-end actin filament capping	25	17	9.55	307	0.00244	0.00388	0.1941
GO:2000786	positive regulation of autophagosome ass...	20	14	7.64	308	0.00396	0.00389	0.1941
GO:0006376	mRNA splice site recognition	177	68	67.63	309	0.50589	0.00392	0.1949
GO:0034504	protein localization to nucleus	318	197	121.51	310	5.4e-18	0.00401	0.1968
GO:0044818	mitotic G2/M transition checkpoint	55	36	21.02	311	3.8e-05	0.00401	0.1968
GO:0034975	protein folding in endoplasmic reticulum	12	10	4.59	312	0.00186	0.00406	0.1968
GO:0035519	protein K29-linked ubiquitination	11	9	4.2	313	0.00411	0.00406	0.1968
GO:0044829	positive regulation by host of viral gen...	11	9	4.2	314	0.00411	0.00406	0.1968
GO:0060397	growth hormone receptor signaling pathwa...	11	9	4.2	315	0.00411	0.00406	0.1968
GO:0070213	protein auto-ADP-ribosylation	11	9	4.2	316	0.00411	0.00406	0.1968
GO:1902237	positive regulation of endoplasmic retic...	11	9	4.2	317	0.00411	0.00406	0.1968
GO:0051893	regulation of focal adhesion assembly	63	37	24.07	318	0.00075	0.00411	0.1985
GO:0001778	plasma membrane repair	29	19	11.08	319	0.00263	0.00414	0.1985
GO:0040014	regulation of multicellular organism gro...	67	33	25.6	320	0.04249	0.00415	0.1985
GO:0032211	negative regulation of telomere maintena...	22	15	8.41	321	0.00423	0.00415	0.1985
GO:0097352	autophagosome maturation	62	41	23.69	322	7.7e-06	0.00416	0.1985
GO:0006357	regulation of transcription by RNA polym...	2556	1239	976.68	323	6.7e-30	0.00426	0.2026
GO:0045444	fat cell differentiation	239	106	91.32	324	0.02957	0.00431	0.2042
GO:0042026	protein refolding	27	19	10.32	325	0.00071	0.00432	0.2042
GO:0007042	lysosomal lumen acidification	24	16	9.17	326	0.00442	0.00434	0.2045
GO:1990000	amyloid fibril formation	42	26	16.05	327	0.00157	0.00443	0.2081
GO:0030307	positive regulation of cell growth	162	79	61.9	328	0.00385	0.00445	0.2084
GO:0043001	Golgi to plasma membrane protein transpo...	42	26	16.05	329	0.00157	0.00447	0.2087
GO:0030866	cortical actin cytoskeleton organization	43	25	16.43	330	0.00627	0.00451	0.21
GO:0032508	DNA duplex unwinding	77	44	29.42	331	0.00057	0.00453	0.2103
GO:0140374	antiviral innate immune response	55	31	21.02	332	0.00471	0.00457	0.2115
GO:0051091	positive regulation of DNA-binding trans...	196	112	74.89	333	5.3e-08	0.00486	0.2235
GO:0046330	positive regulation of JNK cascade	97	50	37.06	334	0.00506	0.00486	0.2235
GO:0006468	protein phosphorylation	1213	579	463.5	335	2.0e-12	0.00497	0.2279
GO:0007004	telomere maintenance via telomerase	59	46	22.54	336	5.3e-10	0.00512	0.2331
GO:0033209	tumor necrosis factor-mediated signaling...	112	65	42.8	337	1.6e-05	0.00517	0.2331
GO:0010762	regulation of fibroblast migration	38	25	14.52	338	0.00052	0.00519	0.2331
GO:0051014	actin filament severing	17	13	6.5	339	0.00154	0.00522	0.2331
GO:0001921	positive regulation of receptor recyclin...	13	10	4.97	340	0.00530	0.00522	0.2331
GO:0034498	early endosome to Golgi transport	13	10	4.97	341	0.00530	0.00522	0.2331
GO:0071233	cellular response to L-leucine	13	10	4.97	342	0.00530	0.00522	0.2331
GO:1900272	negative regulation of long-term synapti...	13	10	4.97	343	0.00530	0.00522	0.2331
GO:1904380	endoplasmic reticulum mannose trimming	13	10	4.97	344	0.00530	0.00522	0.2331
GO:0030097	hemopoiesis	974	520	372.18	345	5.1e-23	0.00524	0.2333
GO:0016197	endosomal transport	289	185	110.43	346	3.7e-19	0.00534	0.2371
GO:0030218	erythrocyte differentiation	136	86	51.97	347	2.8e-09	0.00555	0.2457
GO:0070527	platelet aggregation	76	37	29.04	348	0.04010	0.00559	0.2467
GO:0001558	regulation of cell growth	406	201	155.14	349	1.9e-06	0.00579	0.2548
GO:0071456	cellular response to hypoxia	143	78	54.64	350	5.1e-05	0.00584	0.2563
GO:0010508	positive regulation of autophagy	160	97	61.14	351	7.0e-09	0.00595	0.2604
GO:0043065	positive regulation of apoptotic process	521	262	199.08	352	9.2e-09	0.00605	0.2616
GO:0009411	response to UV	154	90	58.85	353	2.7e-07	0.00610	0.2616
GO:0072659	protein localization to plasma membrane	291	156	111.19	354	5.8e-08	0.00611	0.2616
GO:0007097	nuclear migration	25	18	9.55	355	0.00063	0.00611	0.2616
GO:0002476	antigen processing and presentation of e...	16	12	6.11	356	0.00312	0.00613	0.2616
GO:0002486	antigen processing and presentation of e...	15	11	5.73	357	0.00623	0.00614	0.2616
GO:0043518	negative regulation of DNA damage respon...	15	11	5.73	358	0.00623	0.00614	0.2616
GO:0044788	modulation by host of viral process	49	34	18.72	359	9.4e-06	0.00619	0.2616
GO:0032872	regulation of stress-activated MAPK casc...	39	27	14.9	360	8.4e-05	0.00621	0.2616
GO:0036499	PERK-mediated unfolded protein response	20	17	7.64	361	2.3e-05	0.00623	0.2616
GO:0038110	interleukin-2-mediated signaling pathway	9	8	3.44	362	0.00270	0.00625	0.2616
GO:0031509	subtelomeric heterochromatin formation	8	7	3.06	363	0.00632	0.00625	0.2616
GO:0045647	negative regulation of erythrocyte diffe...	8	7	3.06	364	0.00632	0.00625	0.2616
GO:0071499	cellular response to laminar fluid shear...	8	7	3.06	365	0.00632	0.00625	0.2616
GO:0090063	positive regulation of microtubule nucle...	8	7	3.06	366	0.00632	0.00625	0.2616
GO:1903608	protein localization to cytoplasmic stre...	8	7	3.06	367	0.00632	0.00625	0.2616
GO:0045047	protein targeting to ER	159	45	60.76	368	0.99668	0.00636	0.2654
GO:0061136	regulation of proteasomal protein catabo...	194	123	74.13	369	8.9e-13	0.00645	0.2685
GO:0045454	cell redox homeostasis	39	23	14.9	370	0.00680	0.00663	0.2752
GO:0044790	suppression of viral release by host	17	12	6.5	371	0.00692	0.00681	0.2805
GO:0141198	protein branched polyubiquitination	17	12	6.5	372	0.00692	0.00681	0.2805
GO:0060395	SMAD protein signal transduction	81	35	30.95	373	0.20725	0.00682	0.2805
GO:1901796	regulation of signal transduction by p53...	109	72	41.65	374	3.4e-09	0.00684	0.2805
GO:0006282	regulation of DNA repair	224	133	85.59	375	9.4e-11	0.00685	0.2805
GO:0048536	spleen development	38	23	14.52	376	0.00434	0.00688	0.2807
GO:0000132	establishment of mitotic spindle orienta...	37	22	14.14	377	0.00705	0.00689	0.2807
GO:2000781	positive regulation of double-strand bre...	93	59	35.54	378	7.0e-07	0.00693	0.2816
GO:0034976	response to endoplasmic reticulum stress	269	182	102.79	379	7.4e-23	0.00706	0.2861
GO:0097194	execution phase of apoptosis	81	45	30.95	380	0.00112	0.00720	0.291
GO:0060218	hematopoietic stem cell differentiation	36	26	13.76	381	3.6e-05	0.00722	0.291
GO:0043408	regulation of MAPK cascade	637	280	243.41	382	0.00148	0.00726	0.2911
GO:0001892	embryonic placenta development	88	41	33.63	383	0.06647	0.00727	0.2911
GO:1903232	melanosome assembly	19	13	7.26	384	0.00741	0.00728	0.2911
GO:0051225	spindle assembly	133	73	50.82	385	6.7e-05	0.00734	0.2928
GO:0071168	protein localization to chromatin	60	45	22.93	386	7.3e-09	0.00742	0.2929
GO:0000077	DNA damage checkpoint signaling	131	77	50.06	387	1.4e-06	0.00743	0.2929
GO:0051491	positive regulation of filopodium assemb...	31	19	11.85	388	0.00769	0.00753	0.2929
GO:0048821	erythrocyte development	44	25	16.81	389	0.00931	0.00756	0.2929
GO:0035023	regulation of Rho protein signal transdu...	88	39	33.63	390	0.14215	0.00759	0.2929
GO:0000281	mitotic cytokinesis	93	52	35.54	391	0.00039	0.00762	0.2929
GO:0042771	intrinsic apoptotic signaling pathway in...	46	28	17.58	392	0.00152	0.00763	0.2929
GO:0000079	regulation of cyclin-dependent protein s...	72	37	27.51	393	0.01544	0.00765	0.2929
GO:0016601	Rac protein signal transduction	48	32	18.34	394	6.0e-05	0.00767	0.2929
GO:0046329	negative regulation of JNK cascade	35	22	13.37	395	0.00270	0.00772	0.2929
GO:0030220	platelet formation	25	16	9.55	396	0.00796	0.00775	0.2929
GO:0035331	negative regulation of hippo signaling	23	15	8.79	397	0.00789	0.00775	0.2929
GO:0045724	positive regulation of cilium assembly	31	18	11.85	398	0.01956	0.00775	0.2929
GO:0006622	protein targeting to lysosome	32	19	12.23	399	0.01222	0.00777	0.2929
GO:0043507	positive regulation of JUN kinase activi...	27	17	10.32	400	0.00793	0.00777	0.2929
GO:0070316	regulation of G0 to G1 transition	36	22	13.76	401	0.00445	0.00778	0.2929
GO:0046856	phosphatidylinositol dephosphorylation	30	18	11.46	402	0.01267	0.00780	0.2929
GO:0060155	platelet dense granule organization	25	16	9.55	403	0.00796	0.00781	0.2929
GO:0033673	negative regulation of kinase activity	146	86	55.79	404	3.0e-07	0.00792	0.2929
GO:0033119	negative regulation of RNA splicing	27	21	10.32	405	3.3e-05	0.00803	0.2929
GO:0043372	positive regulation of CD4-positive, alp...	37	22	14.14	406	0.00705	0.00804	0.2929
GO:0051444	negative regulation of ubiquitin-protein...	15	12	5.73	407	0.00120	0.00805	0.2929
GO:0036500	ATF6-mediated unfolded protein response	9	8	3.44	408	0.00270	0.00806	0.2929
GO:1990116	ribosome-associated ubiquitin-dependent ...	6	6	2.29	409	0.00311	0.00807	0.2929
GO:0006449	regulation of translational termination	9	7	3.44	410	0.01903	0.00807	0.2929
GO:0006101	citrate metabolic process	5	5	1.91	411	0.00814	0.00807	0.2929
GO:0016183	synaptic vesicle coating	5	5	1.91	412	0.00814	0.00807	0.2929
GO:0018027	peptidyl-lysine dimethylation	5	5	1.91	413	0.00814	0.00807	0.2929
GO:0022615	protein to membrane docking	5	5	1.91	414	0.00814	0.00807	0.2929
GO:0045053	protein retention in Golgi apparatus	5	5	1.91	415	0.00814	0.00807	0.2929
GO:0046833	positive regulation of RNA export from n...	5	5	1.91	416	0.00814	0.00807	0.2929
GO:0048254	snoRNA localization	5	5	1.91	417	0.00814	0.00807	0.2929
GO:0071878	negative regulation of adenylate cyclase...	5	5	1.91	418	0.00814	0.00807	0.2929
GO:0075525	viral translational termination-reinitia...	5	5	1.91	419	0.00814	0.00807	0.2929
GO:1904261	positive regulation of basement membrane...	5	5	1.91	420	0.00814	0.00807	0.2929
GO:1904355	positive regulation of telomere capping	5	5	1.91	421	0.00814	0.00807	0.2929
GO:1904504	positive regulation of lipophagy	5	5	1.91	422	0.00814	0.00807	0.2929
GO:0007100	mitotic centrosome separation	14	8	5.35	423	0.11941	0.00807	0.2929
GO:0032543	mitochondrial translation	131	72	50.06	424	7.0e-05	0.00852	0.3067
GO:0030336	negative regulation of cell migration	292	134	111.58	425	0.00418	0.00857	0.3067
GO:1902275	regulation of chromatin organization	34	26	12.99	426	6.3e-06	0.00875	0.3067
GO:1905146	lysosomal protein catabolic process	22	17	8.41	427	0.00022	0.00879	0.3067
GO:0046825	regulation of protein export from nucleu...	36	21	13.76	428	0.01126	0.00880	0.3067
GO:0070198	protein localization to chromosome, telo...	26	17	9.93	429	0.00454	0.00880	0.3067
GO:0072540	T-helper 17 cell lineage commitment	24	16	9.17	430	0.00442	0.00880	0.3067
GO:1902065	response to L-glutamate	17	12	6.5	431	0.00692	0.00882	0.3067
GO:0047497	mitochondrion transport along microtubul...	28	16	10.7	432	0.03249	0.00882	0.3067
GO:0032486	Rap protein signal transduction	13	10	4.97	433	0.00530	0.00882	0.3067
GO:0061795	Golgi lumen acidification	13	10	4.97	434	0.00530	0.00882	0.3067
GO:0071044	histone mRNA catabolic process	11	9	4.2	435	0.00411	0.00882	0.3067
GO:0061909	autophagosome-lysosome fusion	12	9	4.59	436	0.01086	0.00882	0.3067
GO:0001188	RNA polymerase I preinitiation complex a...	10	8	3.82	437	0.00893	0.00883	0.3067
GO:0006265	DNA topological change	10	8	3.82	438	0.00893	0.00883	0.3067
GO:0007084	mitotic nuclear membrane reassembly	10	8	3.82	439	0.00893	0.00883	0.3067
GO:0033148	positive regulation of intracellular est...	10	8	3.82	440	0.00893	0.00883	0.3067
GO:0035694	mitochondrial protein catabolic process	10	8	3.82	441	0.00893	0.00883	0.3067
GO:0051292	nuclear pore complex assembly	10	8	3.82	442	0.00893	0.00883	0.3067
GO:0032869	cellular response to insulin stimulus	207	121	79.1	443	2.5e-09	0.00904	0.3133
GO:0048488	synaptic vesicle endocytosis	83	51	31.72	444	1.5e-05	0.00935	0.3233
GO:0006605	protein targeting	443	204	169.28	445	0.00040	0.01002	0.3457
GO:0010608	post-transcriptional regulation of gene ...	1035	602	395.49	446	< 1e-30	0.01011	0.348
GO:0007032	endosome organization	98	64	37.45	447	4.8e-08	0.01018	0.3496
GO:1900182	positive regulation of protein localizat...	95	58	36.3	448	5.2e-06	0.01027	0.3519
GO:0070085	glycosylation	241	121	92.09	449	9.2e-05	0.01046	0.3576
GO:0071346	cellular response to type II interferon	100	56	38.21	450	0.00022	0.01049	0.3579
GO:0010212	response to ionizing radiation	139	83	53.11	451	2.1e-07	0.01060	0.3607
GO:0008631	intrinsic apoptotic signaling pathway in...	58	36	22.16	452	0.00019	0.01062	0.3607
GO:0001771	immunological synapse formation	16	11	6.11	453	0.01307	0.01072	0.3609
GO:0045542	positive regulation of cholesterol biosy...	12	9	4.59	454	0.01086	0.01072	0.3609
GO:0061723	glycophagy	12	9	4.59	455	0.01086	0.01072	0.3609
GO:0015012	heparan sulfate proteoglycan biosyntheti...	33	17	12.61	456	0.08295	0.01072	0.3609
GO:0051279	regulation of release of sequestered cal...	81	29	30.95	457	0.71057	0.01079	0.3623
GO:0006275	regulation of DNA replication	127	67	48.53	458	0.00059	0.01081	0.3623
GO:0090630	activation of GTPase activity	36	21	13.76	459	0.01126	0.01102	0.3685
GO:0008283	cell population proliferation	2004	841	765.75	460	0.00015	0.01147	0.3828
GO:0048147	negative regulation of fibroblast prolif...	34	20	12.99	461	0.01175	0.01150	0.3829
GO:0032204	regulation of telomere maintenance	112	81	42.8	462	2.2e-13	0.01162	0.3861
GO:0008360	regulation of cell shape	139	69	53.11	463	0.00386	0.01169	0.3876
GO:0006913	nucleocytoplasmic transport	333	214	127.24	464	2.9e-22	0.01173	0.3881
GO:0030705	cytoskeleton-dependent intracellular tra...	207	103	79.1	465	0.00044	0.01179	0.3892
GO:0010821	regulation of mitochondrion organization	113	62	43.18	466	0.00023	0.01186	0.3907
GO:0030099	myeloid cell differentiation	444	244	169.66	467	3.6e-13	0.01190	0.3907
GO:0019076	viral release from host cell	29	21	11.08	468	0.00019	0.01197	0.3907
GO:0060765	regulation of androgen receptor signalin...	29	18	11.08	469	0.00784	0.01201	0.3907
GO:0000028	ribosomal small subunit assembly	17	13	6.5	470	0.00154	0.01201	0.3907
GO:0046761	viral budding from plasma membrane	14	10	5.35	471	0.01220	0.01204	0.3907
GO:0060816	random inactivation of X chromosome	14	10	5.35	472	0.01220	0.01204	0.3907
GO:1901653	cellular response to peptide	14	10	5.35	473	0.01220	0.01204	0.3907
GO:0042254	ribosome biogenesis	318	197	121.51	474	5.4e-18	0.01229	0.398
GO:0021762	substantia nigra development	47	26	17.96	475	0.01269	0.01238	0.4001
GO:0000380	alternative mRNA splicing, via spliceoso...	71	46	27.13	476	5.0e-06	0.01269	0.4092
GO:0048511	rhythmic process	303	142	115.78	477	0.00121	0.01279	0.4096
GO:0031468	nuclear membrane reassembly	26	19	9.93	478	0.00033	0.01283	0.4096
GO:1900242	regulation of synaptic vesicle endocytos...	22	15	8.41	479	0.00423	0.01286	0.4096
GO:0090110	COPII-coated vesicle cargo loading	18	13	6.88	480	0.00359	0.01287	0.4096
GO:0035729	cellular response to hepatocyte growth f...	16	11	6.11	481	0.01307	0.01289	0.4096
GO:2000767	positive regulation of cytoplasmic trans...	16	11	6.11	482	0.01307	0.01289	0.4096
GO:2001034	positive regulation of double-strand bre...	16	11	6.11	483	0.01307	0.01289	0.4096
GO:0055007	cardiac muscle cell differentiation	116	47	44.32	484	0.33624	0.01292	0.4097
GO:0070555	response to interleukin-1	110	59	42.03	485	0.00070	0.01297	0.4105
GO:0034142	toll-like receptor 4 signaling pathway	57	33	21.78	486	0.00199	0.01308	0.4128
GO:1903076	regulation of protein localization to pl...	112	62	42.8	487	0.00017	0.01315	0.4128
GO:0006904	vesicle docking involved in exocytosis	36	20	13.76	488	0.02574	0.01317	0.4128
GO:0034243	regulation of transcription elongation b...	87	57	33.24	489	2.2e-07	0.01328	0.4128
GO:0045022	early endosome to late endosome transpor...	42	27	16.05	490	0.00055	0.01335	0.4128
GO:1902236	negative regulation of endoplasmic retic...	20	14	7.64	491	0.00396	0.01335	0.4128
GO:0045722	positive regulation of gluconeogenesis	18	12	6.88	492	0.01358	0.01337	0.4128
GO:0071360	cellular response to exogenous dsRNA	18	12	6.88	493	0.01358	0.01337	0.4128
GO:0071816	tail-anchored membrane protein insertion...	18	12	6.88	494	0.01358	0.01337	0.4128
GO:0016226	iron-sulfur cluster assembly	29	16	11.08	495	0.04726	0.01338	0.4128
GO:0006919	activation of cysteine-type endopeptidas...	60	33	22.93	496	0.00602	0.01340	0.4128
GO:0071902	positive regulation of protein serine/th...	129	55	49.29	497	0.17171	0.01344	0.4128
GO:0030521	androgen receptor signaling pathway	49	31	18.72	498	0.00033	0.01347	0.4128
GO:0006346	DNA methylation-dependent heterochromati...	51	30	19.49	499	0.00224	0.01350	0.4128
GO:0001825	blastocyst formation	46	26	17.58	500	0.00884	0.01353	0.4128
GO:0032868	response to insulin	270	154	103.17	501	2.2e-10	0.01359	0.4128
GO:0002753	cytoplasmic pattern recognition receptor...	173	101	66.11	502	5.5e-08	0.01416	0.4128
GO:0038202	TORC1 signaling	102	71	38.98	503	1.2e-10	0.01420	0.4128
GO:1900180	regulation of protein localization to nu...	146	83	55.79	504	3.6e-06	0.01425	0.4128
GO:0010586	miRNA metabolic process	105	67	40.12	505	9.1e-08	0.01425	0.4128
GO:0002183	cytoplasmic translational initiation	46	38	17.58	506	8.0e-10	0.01432	0.4128
GO:0035019	somatic stem cell population maintenance	67	33	25.6	507	0.04249	0.01436	0.4128
GO:0072678	T cell migration	75	42	28.66	508	0.00131	0.01439	0.4128
GO:0006476	protein deacetylation	42	29	16.05	509	4.9e-05	0.01440	0.4128
GO:0032933	SREBP signaling pathway	14	13	5.35	510	3.3e-05	0.01445	0.4128
GO:0035456	response to interferon-beta	33	20	12.61	511	0.00750	0.01446	0.4128
GO:0033598	mammary gland epithelial cell proliferat...	27	17	10.32	512	0.00793	0.01446	0.4128
GO:0038203	TORC2 signaling	13	11	4.97	513	0.00083	0.01447	0.4128
GO:2000637	positive regulation of miRNA-mediated ge...	12	10	4.59	514	0.00186	0.01448	0.4128
GO:0097494	regulation of vesicle size	20	13	7.64	515	0.01380	0.01448	0.4128
GO:0006013	mannose metabolic process	9	8	3.44	516	0.00270	0.01449	0.4128
GO:0048668	collateral sprouting	30	16	11.46	517	0.06618	0.01449	0.4128
GO:0008063	Toll signaling pathway	12	9	4.59	518	0.01086	0.01449	0.4128
GO:0006620	post-translational protein targeting to ...	15	10	5.73	519	0.02415	0.01449	0.4128
GO:0035771	interleukin-4-mediated signaling pathway	10	8	3.82	520	0.00893	0.01449	0.4128
GO:0072673	lamellipodium morphogenesis	18	11	6.88	521	0.04129	0.01449	0.4128
GO:1901525	negative regulation of mitophagy	8	7	3.06	522	0.00632	0.01449	0.4128
GO:0016479	negative regulation of transcription by ...	11	8	4.2	523	0.02178	0.01449	0.4128
GO:0000055	ribosomal large subunit export from nucl...	7	6	2.67	524	0.01464	0.01450	0.4128
GO:0007221	positive regulation of transcription of ...	7	6	2.67	525	0.01464	0.01450	0.4128
GO:0010792	DNA double-strand break processing invol...	7	6	2.67	526	0.01464	0.01450	0.4128
GO:0032713	negative regulation of interleukin-4 pro...	7	6	2.67	527	0.01464	0.01450	0.4128
GO:0035654	clathrin-coated vesicle cargo loading, A...	7	6	2.67	528	0.01464	0.01450	0.4128
GO:0036016	cellular response to interleukin-3	7	6	2.67	529	0.01464	0.01450	0.4128
GO:0042985	negative regulation of amyloid precursor...	7	6	2.67	530	0.01464	0.01450	0.4128
GO:0060440	trachea formation	7	6	2.67	531	0.01464	0.01450	0.4128
GO:0062029	positive regulation of stress granule as...	7	6	2.67	532	0.01464	0.01450	0.4128
GO:0070106	interleukin-27-mediated signaling pathwa...	7	6	2.67	533	0.01464	0.01450	0.4128
GO:0070358	actin polymerization-dependent cell moti...	7	6	2.67	534	0.01464	0.01450	0.4128
GO:0140639	positive regulation of pyroptotic inflam...	7	6	2.67	535	0.01464	0.01450	0.4128
